ID,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
id90,,,-0.624070038770883,-0.13696793248717853,0.6261452604487411,1.090673039105164,-0.33261298138484363,-0.35231115792151624,0.0,
id91,,0.589231439145794,,,0.3051277514448702,,,,,0.0
id92,-0.11973237310906613,,,,,,,-0.09069533936670304,,
id93,-0.8348481503024437,,,,,,,0.9513356119157399,,
id96,-1.7342482133541255,,,,,,,,,0.0
id98,,0.0678397593864163,,,,-0.505072627950718,,,,
id99,,-0.7949648429261706,,,,0.6163859219371222,,,,
id100,,,0.9396575434862035,-0.8863275977335586,-0.2610298008026427,1.198953709898771,1.4996173979436156,1.340567531268188,0.0,
id101,,1.3864920944861208,,,,-1.0087896657218935,,,,
id102,,,-0.31906884325815327,,-1.6608755645676472,-0.14692058579191145,-0.18857792942288015,,,
id104,-0.5083604461445546,,,,,,,,,1.0
id105,1.080606218437839,0.20449766620706264,,,,,,,1.0,
id107,-0.7205395482739808,,,,,,,1.6402617854187354,,
id108,0.4201660330291473,-2.0749998321294116,,,,,,0.7401610492834138,,
id109,,1.181209685041101,,,-1.0729046933897157,,,,,1.0
id110,-0.21750627384720095,-0.5763969880796795,,,,,,,1.0,
id111,,,-0.9322036621447043,,-0.16000461425000503,-0.7423828335686579,1.6565681720132996,,,
id112,0.8355665111235852,-0.5943579040888844,,,,,,,0.0,
id113,,0.4762724615833485,,,,,,-0.4382663132386695,,
id114,-0.9674090614752556,,,,,,,,,1.0
id115,0.01448713407260637,-0.6622434019546014,,,,,,-1.0170278239646757,,
id116,-0.17853658660111976,,,,,,,2.262884753271278,,
id117,,-0.7898306322461024,,,,-1.4800428521792182,,,,
id120,-0.2130333562688179,-1.1470989911956946,,,,,,1.1209966548284223,,
id121,,-0.30216029295458136,,,0.6937432019426967,,,,,0.0
id123,0.5058937567690628,-0.23202792748080908,,,,,,0.3311976361116185,,
id124,,0.0788107854277919,,,0.9601985411566084,,,,,0.0
id125,,,0.27013693533860733,,-1.7882980641530288,-0.006906258601206239,0.7771618202560052,,,
id126,-0.4259289371966845,,,,,,,,,0.0
id128,,0.22121385253229464,,,,,,0.8112699343520341,,
id129,-0.6288542432702122,,,,,,,0.3783534748625306,,
id131,,0.3355986012198265,,,,0.5119339709268497,,,,
id132,0.3663730910118568,-1.5631269343524077,,,,,,,1.0,
id133,,,-0.07052660746936115,-1.0884163178805137,-0.9921060061453041,-1.8617182094803153,-0.6224824389441772,1.2927931645643915,0.0,
id134,,,0.3386724524901518,1.5128185053752998,0.15120222090020893,-0.9633153382111027,1.0797870767390647,1.0824973159383533,1.0,
id135,,,-2.0641241206857694,,0.6435059120069294,-0.7570801397185678,0.6561584172113878,,,
id136,-0.4602723106450079,-0.8558875778835696,,,,,,,1.0,
id137,,,0.21382362733802432,0.36164172093926694,0.16929397264620194,-0.009758934187616947,-0.4114411551492722,-2.1347397433181543,1.0,
id138,,,-1.4794468612948164,1.080494678388785,1.6852555806173362,0.32262928161443916,-1.1947709380455416,-0.3050360860760919,0.0,
id139,-0.17825759117823367,,,,,,,0.46546505496392354,,
id140,-0.05131174041003019,-0.768105417611772,,,,,,0.3332674453417179,,
id141,,,-0.8637089265464829,0.3631488005718027,-0.4752949873822139,0.3787134066993098,-0.8400297710923537,-0.8637406813557107,1.0,
id142,-2.2037650051200917,2.3625876337637544,,,,,,,0.0,
id143,,1.0245163662861332,,,,,,0.30196561933616906,,
id144,,,1.4116342385679905,,-1.8004500131847532,1.3513530337318647,1.8232764991717187,,,
id145,,,-0.6214298385349666,,0.5444837301277482,-2.0801233534172283,0.9778022834351161,,,
id146,0.23811443984180042,,,,,,,,,1.0
id147,0.8220316966779657,0.31935214621715363,,,,,,0.21845102577653971,,
id148,1.474103660544969,,,,,,,,,1.0
id149,-0.2501200380453636,,,,,,,,,1.0
id151,-0.04286509599431375,-0.11568490470766994,,,,,,,0.0,
id152,,0.27341387593977484,,,,,,1.167963390028074,,
id153,,0.14833763294982272,,,,-0.07347647542185982,,,,
id155,,0.758726916469658,,,,,,-1.9109244644353627,,
id156,,0.2731981847915781,,,,,,1.5065792605920938,,
id157,-1.6289880910848384,-2.193025009026563,,,,,,,1.0,
id158,,,0.9400025258157461,,0.6549473745245006,0.28827932409566703,0.953181030907733,,,
id159,,,2.571673013593713,-0.3631201847460406,-1.7665400051186626,0.8416418236610778,0.9915049468355752,-1.5176496277442146,0.0,
id160,0.3501385447154396,-0.07567000616942275,,,,,,-0.49019573787445603,,
id161,-1.3993755269656145,,,,,,,,,0.0
id162,,0.05992153588760617,,,,-1.7993960268829656,,,,
id163,,-1.627844519297253,,,0.5853429865465015,,,,,1.0
id164,,-0.8785601256927845,,,,0.23464662041214143,,,,
id165,-0.437148922912948,-0.476916453015798,,,,,,-1.9125936181286545,,
id166,,0.8116465398302204,,,,,,-0.7560273963451071,,
id167,,,-0.21771503567343234,0.15414341628892278,-0.07840283974331819,0.24646653101115062,1.3563241277766687,-1.8255480996984492,1.0,
id168,,,0.9649864521428937,,0.6268603160894171,0.46186485927207854,1.357598861647991,,,
id170,0.7114440058174366,,,,,,,-2.6520405817913386,,
id171,,,-0.20531807373723718,,-1.0622141572864596,-0.8207648417250865,0.09282334316891994,,,
id172,-0.9923409003424171,,,,,,,,,0.0
id173,,,-1.129992240727302,1.558449197844157,-1.1575136406907676,-0.00038085306765893575,0.10519891532797261,-0.5489537429929225,0.0,
id174,,,0.03832672673745976,-0.8433223719348296,-1.3929313820575744,-1.0390076821713088,0.02279940604770245,0.2787025289255092,1.0,
id175,,0.07365326217301235,,,-0.00230433775057932,,,,,0.0
id176,0.5681090791048528,-0.7249609681073816,,,,,,,0.0,
id177,-0.12975272230361237,,,,,,,0.5949608417395911,,
id178,-0.25131040048251424,-0.6468655956760369,,,,,,2.047753252357345,,
id180,,-0.12213581691076068,,,,,,0.32391581490569005,,
id181,-2.1534264899879845,-0.4671242643534824,,,,,,,0.0,
id182,-1.6886616462745934,-1.4888465714930081,,,,,,,1.0,
id183,-0.5009143382565817,-0.48722421229993385,,,,,,0.4870685080649745,,
id184,,,-1.6166289867576396,,1.4170619283547823,0.06681618950819124,-0.24500942817236834,,,
id185,,-1.0430511560351305,,,,,,-0.2291773770942977,,
id186,0.3716183198030697,0.16566799873154553,,,,,,,0.0,
id188,-0.7022166077096033,-0.35417686465696335,,,,,,,1.0,
id189,-1.4408747060588916,,,,,,,-0.2115455039520788,,
id190,,-0.7536982323206731,,,1.3408528742675985,,,,,1.0
id191,,,-1.8867192634015677,0.8278765173901159,-0.09905674903630408,0.6445594504328197,0.2366919413409035,-0.5318694798346382,1.0,
id192,,-0.6405831723115579,,,,,,-1.2311413099976922,,
id193,,,0.39072823431420234,,-0.9079841700573857,1.2025409857457412,-0.194675011630626,,,
id194,-0.9536720381305016,,,,,,,,,0.0
id195,,0.3945811093474284,,,,,,1.2904732909293923,,
id196,0.14125238059958137,-0.6331774074557819,,,,,,-1.4778863796316988,,
id197,,,0.7550307365359826,,0.5718961917397584,-1.4279056044120795,-0.26925890325580537,,,
id198,,-0.8081265034277797,,,,1.0141783356365563,,,,
id199,,-0.7505690640134629,,,,,,0.6991491539547211,,
id200,,0.708012201159947,,,,0.5662915399984111,,,,
id201,,-1.8370744160123713,,,,-0.005096523253890426,,,,
id202,,0.6942547610329036,,,,-1.4572154299796725,,,,
id203,,,0.2393338976132448,-0.8500096722971058,-0.5368773840908211,1.1866178413742,0.2364781782053772,-2.5149222413438403,1.0,
id204,,,1.9839046543285495,0.36511056009691556,0.37103450270582755,0.10177007041309268,0.22417303456675083,-0.37816694667549705,1.0,
id205,,0.3269071452819544,,,,,,-0.007452823177232977,,
id206,0.21257209618421574,-0.10179108198318883,,,,,,-0.6230641341191131,,
id207,-1.8596546166151815,-1.0412957134266967,,,,,,-1.3524919443174312,,
id208,,1.7564815506438753,,,,-0.7413284392763787,,,,
id209,0.5885627496451245,,,,,,,-0.270972127816918,,
id210,,,-0.9093586559998421,,-0.26664506027243556,-1.7891537577675765,-2.3318148774831404,,,
id211,0.36660816231087767,,,,,,,,,1.0
id213,0.4387533113047245,,,,,,,2.0717234067947983,,
id214,-0.7914953912799918,,,,,,,-1.4664613080607587,,
id217,0.401650763534602,2.298434547971943,,,,,,-0.628573798805964,,
id218,,,0.35302718911772485,,-1.1531824676004312,1.622058093351919,0.46028319305898013,,,
id219,,,-0.7626895993508749,,0.6619619187022893,-0.13479923223985749,0.0053236981030465825,,,
id220,0.10081380972509806,,,,,,,-0.1987047956603592,,
id221,-0.4630171462583731,0.796105138161519,,,,,,,0.0,
id223,,-0.1658292438603424,,,,,,-0.10532907115138862,,
id224,,,1.9541984851244507,-0.6030736787504997,0.4144813462219121,0.7897827493346925,-0.6123917986707085,-0.33047814139593973,1.0,
id225,,-1.6151780107827118,,,,,,1.918490824332049,,
id226,,0.9742253704682476,,,,,,0.5456781240291183,,
id228,-0.8784361297667443,0.9415931328498149,,,,,,-1.0828245726053503,,
id229,,,0.43634286821546153,,-0.4096472553696255,1.3508000755701024,-0.9173377935311116,,,
id230,,-0.8329908241033865,,,,1.4293070457093406,,,,
id231,0.8528966989226409,0.3711357920231074,,,,,,0.4353477300668856,,
id232,,0.557080471707737,,,,,,-0.47597534828102445,,
id233,,,-1.095135724746294,0.581255999389098,-0.6805583133084028,-0.0006728461089923163,-0.0806388814712182,0.17064449380736213,1.0,
id234,,,-1.8984445945003419,,-0.182764899691868,-0.46676734342713044,0.2970295729563972,,,
id236,,,-0.4578836769685993,-1.1603633012097812,-0.12962117718836041,0.20372332338931065,-1.2315460306646862,-0.04774319124869684,0.0,
id238,1.2471959512758772,,,,,,,,,0.0
id239,0.6014735722965812,-0.49474711543768923,,,,,,-1.8739248532188852,,
id240,,,-0.011644212430734097,-0.5137743732395149,-0.21640833252277916,0.43054110302795917,0.08623001528074721,-1.5829909801390205,1.0,
id242,-0.6687369399584595,0.4410168511545763,,,,,,-1.3001546791126846,,
id243,1.175733086241015,-0.556576081615489,,,,,,0.04234174491872186,,
id244,1.527719864674722,,,,,,,-0.011232805807777893,,
id245,-1.1712320451636475,,,,,,,0.10039164840788925,,
id246,,,-1.929851012451118,,-2.2550636303989746,-2.1068956326035595,-1.6210599451035492,,,
id247,,-0.9053712882692693,,,,-1.297903322171193,,,,
id248,,-0.7088196443523906,,,,-0.09288165974616065,,,,
id249,1.1213064360247293,,,,,,,-0.2299733598382875,,
id250,-0.2559500906463627,0.3043666762904155,,,,,,,0.0,
id251,0.808208252917518,,,,,,,-0.34079847121350026,,
id252,-1.5620618949703768,0.7953720322087763,,,,,,,1.0,
id253,,1.7092679110485576,,,,,,0.28556167554058426,,
id254,,-1.1759595963705474,,,,-0.6504797435025665,,,,
id255,-0.8157942622826755,-0.5232827637323809,,,,,,,0.0,
id256,,,0.9231588361987875,,0.14933251453670648,-1.0429962792487373,-0.27363770735629384,,,
id257,,-0.2389072435432491,,,,,,0.3004842180793598,,
id258,,1.1848125353862138,,,,-0.5814659196362458,,,,
id259,,,0.16606720823964155,0.8402359834199784,-0.3904170331651008,-1.5213179208944647,-0.5189629757609509,1.3774965765259224,0.0,
id260,-0.1999992000037602,,,,,,,,,1.0
id261,,,2.5799135241101383,,0.8361470715249602,-2.0314756676762373,2.010139924121571,,,
id262,-1.0039899691085306,,,,,,,-2.041619622684375,,
id263,,,0.48722087861554575,,-0.15792540843814856,0.6148985242857773,-0.3677005600889174,,,
id264,,1.8091888817112964,,,,-0.5145510686170616,,,,
id265,-1.1588325444061227,1.264504641248535,,,,,,-1.8007319902658945,,
id266,,-0.3663472858414988,,,,0.1489490755771784,,,,
id268,-0.7036502134857706,0.4406266535928795,,,,,,0.17475439657154462,,
id269,0.6792596726086619,0.8141666354828823,,,,,,,1.0,
id270,-1.5824285664477449,,,,,,,-0.4858085669830926,,
id271,,-1.0226218377663698,,,,,,1.279812685682473,,
id272,,1.085873600111995,,,,0.40088764005344923,,,,
id273,0.11154401933129578,,,,,,,,,0.0
id274,,-2.7020080765201335,,,,0.25631900612941905,,,,
id275,0.7879144228838417,,,,,,,0.11581555587424426,,
id276,1.3625321648613735,1.88079942703784,,,,,,0.3233964546645182,,
id278,,-0.21529361042574666,,,0.6782137163075296,,,,,1.0
id279,-0.2749089553413629,0.970961303058356,,,,,,0.5789910826863333,,
id281,,-0.639220834794826,,,-0.7060473647850454,,,,,0.0
id282,,,-0.0014587834220806987,-0.9199340526956503,1.133164707870684,0.30077590433522106,0.19208928320402985,-0.9814185878214962,0.0,
id283,0.6611442609200106,,,,,,,,,0.0
id284,,0.5572668401161732,,,-1.8545550809096494,,,,,1.0
id285,,-1.951521294542371,,,,,,2.1522716933509805,,
id286,-1.2669288697210688,,,,,,,-0.3012217579787416,,
id287,0.3525983665982112,-1.7833579792866152,,,,,,,1.0,
id288,,,1.183627756395339,,-1.2948837885112525,-0.3126531363053999,-0.36648045461362605,,,
id289,,-0.33001680840190856,,,,,,-0.5211126922237338,,
id290,-0.25700541677946914,,,,,,,-0.8098082655318831,,
id291,,,-1.728555991206362,,2.1185442654443536,-0.42237664708332406,-0.5854355091651208,,,
id292,,0.23646134123320547,,,,,,0.22697352478164662,,
id293,0.8843730095409105,,,,,,,-2.5126351967250424,,
id294,,,0.2555171759414109,-0.8596974826249835,0.993698395971654,1.548268734247087,0.6515938706450073,-0.7270904486244167,1.0,
id295,-0.7539950105704311,,,,,,,,,0.0
id296,-0.6723580700557764,-0.7178681836831035,,,,,,-1.4101299176384747,,
id297,,-0.11619875361872899,,,,,,0.17083082642187555,,
id298,,1.0441369173797777,,,1.245234881744506,,,,,1.0
id299,0.681208818864787,,,,,,,-0.22717403610773448,,
id301,1.2034331239636817,1.7296953165251967,,,,,,-0.9567376227483417,,
id302,-2.223169389464728,,,,,,,,,0.0
id303,-0.9608359136567544,0.8884058451227812,,,,,,1.699000839924019,,
id304,-0.7416488204126626,,,,,,,,,0.0
id306,,,0.5776153532367486,-0.1635335864123459,0.5047721487086602,-0.6658156752657723,-1.0616585832821146,1.9988583036675973,0.0,
id307,,-1.0762748403506317,,,,-2.630840916257944,,,,
id308,0.15104014700207788,,,,,,,1.110214615034474,,
id309,-0.17521782872324784,,,,,,,-0.8583540449701703,,
id310,,,-1.4031694163157815,-0.41753530264902605,-0.34147799233290804,0.3086197586179411,0.9143063851333018,-1.7052692084750176,1.0,
id311,-0.32960298780942826,1.5560487777108825,,,,,,,0.0,
id312,0.9352568693052606,,,,,,,,,1.0
id313,0.8305941833169935,0.25939143355579436,,,,,,-1.1842563231699532,,
id314,,,0.5717309647192635,1.1424981181902003,-1.8581395614694654,0.3551056408468499,0.5727120855774371,0.053257271896567863,1.0,
id315,-0.796526672782685,,,,,,,,,1.0
id316,,0.15436686180242754,,,-1.3975388568038345,,,,,1.0
id317,-0.452509864755599,0.7521042140034956,,,,,,,1.0,
id318,,2.403447787059232,,,,0.8884770749415074,,,,
id319,,-0.5057276069261262,,,,0.1736163434978387,,,,
id320,-0.23660861482852147,,,,,,,,,1.0
id321,,-0.7975838728819463,,,,,,-0.8423683774371531,,
id322,,,-0.5730170569312587,-1.9901059611521308,0.4131509370273958,-0.6555000663983569,1.3873396587215243,1.086173277856794,0.0,
id323,,,-0.514344891044584,-0.37661326604039685,-0.8268361172714054,-0.6233870629789143,0.19286020890177563,-0.012312509329170482,1.0,
id324,,0.2887784652796329,,,,,,0.5938317150469262,,
id325,-1.2097432295361956,-1.109517661319943,,,,,,0.18204057163304582,,
id326,0.5307568163720203,0.41510774301467845,,,,,,-0.3668600938389361,,
id327,,,1.304815106364297,-0.18237320339394833,0.7298453900392491,1.1294011798535977,-0.3553810614346757,-0.22981487456362773,0.0,
id328,,-1.7248900763599841,,,,-1.4862912650524993,,,,
id329,-0.599570251494122,,,,,,,,,1.0
id330,,-0.879871813958221,,,,,,0.5187994558839674,,
id331,,-0.4731717791647073,,,-1.14235996611032,,,,,0.0
id332,0.11512699985575021,0.2756999796639108,,,,,,-0.7714573609432133,,
id334,,,0.3132618747825202,,-0.5266004103491525,0.9940361617775472,0.5566148077746925,,,
id335,,-0.6420370747874623,,,0.47553094550829306,,,,,1.0
id336,-1.7513921081291772,0.35436896049014305,,,,,,0.08673883747522708,,
id337,-1.3043226295837629,,,,,,,,,0.0
id338,,0.9820990972031179,,,,,,0.7239180270948493,,
id339,,0.8437586560140968,,,,,,1.0449227775326846,,
id340,,-1.7608809067351003,,,2.129352163342705,,,,,0.0
id341,,,1.6255015567980475,,-1.1946665002747408,1.3663495349370736,-0.9246372630132184,,,
id342,,,1.1106280425321409,1.0722015389595099,0.1891905013831314,1.5061685590768996,0.17340440543939842,-1.0623074493233877,0.0,
id343,-0.12055121363827412,-0.12152484680222661,,,,,,,1.0,
id344,,1.1899026045244805,,,,0.8012892953536654,,,,
id345,,,-0.9652203688048535,,0.7154366956335739,-0.6894978696278837,-1.5265941409877157,,,
id346,,-0.1493504431181646,,,-1.394056481464807,,,,,0.0
id347,,-0.6274694207737829,,,-0.2879661934086906,,,,,0.0
id349,,,0.0754905635434821,,-1.20303408541804,0.9556803706382413,-2.2659759199107885,,,
id350,0.35541150945833216,,,,,,,0.0045007204959641774,,
id351,,-0.7724349078617725,,,,,,-0.9099872929961548,,
id352,0.9353255077029095,-0.058919174189184666,,,,,,,0.0,
id354,,,-0.4173698009802767,-0.07663893549620494,-1.1140741745070193,0.3214370714640107,-0.02853646835405024,-0.6491702053633167,1.0,
id355,-2.0083220783871103,,,,,,,,,0.0
id356,,,-1.7332498772583727,,-0.7797439831271852,0.8412821025976857,1.3135705831479323,,,
id358,-0.39898054990625675,-0.05195583823994575,,,,,,-0.14455272554200793,,
id359,0.16221150231761589,-0.6596795544735056,,,,,,,1.0,
id360,,1.1033679884730143,,,,,,-1.148548053581229,,
id361,-0.36702364429558565,-0.16125557987157807,,,,,,0.5113716635747521,,
id362,,,-1.3612537428428193,,0.8604177320660714,0.6249357015323258,-0.3320003337456738,,,
id363,,,-1.4776061424014484,-0.21195739644856945,0.4351823000676176,0.2138632657808841,-0.9343290223906486,0.36056591430307794,1.0,
id364,1.4974375166782783,,,,,,,0.8276204316979104,,
id365,1.4197366851837232,,,,,,,,,0.0
id366,-1.4485766747295437,-0.40242786869384967,,,,,,-0.011564883109293185,,
id367,,,0.8861373954808435,,0.019992702801287485,0.30991709787956523,-0.2930899500679917,,,
id368,,,0.5567968834319728,-0.023701859866113395,0.14842402642255917,-0.8562341921915948,0.02875135690694318,0.46514548775707665,1.0,
id369,1.620211173430026,,,,,,,,,1.0
id370,-0.48213235113696706,-0.8297700556032256,,,,,,,1.0,
id371,,-2.1367261861477154,,,,,,-1.0140241181272351,,
id372,-0.5230693619136042,-1.9649724929917527,,,,,,-0.4155111401586947,,
id373,0.7276804534495469,2.2523580869135436,,,,,,-0.2406856572834746,,
id374,-1.0882911748067652,-2.048656004757478,,,,,,,0.0,
id375,,,-0.5945574791443763,0.23594003445573428,1.3250516820884422,1.1223460366098317,0.3518611233841238,-0.8171027026759902,1.0,
id376,,-0.11476548624547926,,,0.687504000921569,,,,,1.0
id377,1.700138910430301,,,,,,,,,1.0
id378,,,-0.4993977221848965,,1.2197376311674473,0.4945381278614567,-0.3938818377856541,,,
id380,,-0.9388036825257846,,,,0.013315083083789467,,,,
id381,,-0.5424990066923159,,,0.17093527034571074,,,,,1.0
id382,,-0.7527710785027337,,,1.0181389643319563,,,,,0.0
id383,0.015104159152439916,,,,,,,,,1.0
id384,0.7893553451333774,-0.079074102660698,,,,,,,1.0,
id385,-2.791761306088051,0.25158255321518297,,,,,,,1.0,
id386,-0.1293171181772672,,,,,,,,,1.0
id387,0.39682791052971456,0.9663221121098015,,,,,,-1.443536140519393,,
id388,-0.3577591374458392,0.08579637312336034,,,,,,,0.0,
id389,,-0.3967088531055614,,,,,,-0.26216776877083975,,
id390,,2.3299006985728368,,,,,,-0.9301803168936814,,
id391,,,0.3502337974063283,-0.3837697046288949,1.2503126214443887,-0.6304148008283612,0.2564651483084971,0.8857989823603841,1.0,
id392,0.9938403630364262,1.2450476825227486,,,,,,,0.0,
id393,,,1.4807051041467485,-0.6642501400699785,0.38123261104708417,-1.5963538530212555,-0.2332676642996246,1.0991898490527754,1.0,
id395,,-1.150607854365894,,,,-0.026836754811658287,,,,
id396,,-0.1133448164822018,,,,,,0.3417052959430731,,
id397,,,0.9232361612439027,0.7527813592975616,0.054788085886961144,-0.014947291192811062,-0.7724667389224931,-3.6763585492008817,0.0,
id398,-0.82460729932678,1.4396495572601822,,,,,,0.5072600876550531,,
id400,,-0.1597625374534239,,,,,,0.6343996659779463,,
id401,1.3284334980507382,,,,,,,,,1.0
id402,,0.28682346314028084,,,-0.6953483367169012,,,,,1.0
id404,-1.043618269376806,,,,,,,,,1.0
id405,,,0.5279222167486894,-0.21195536473676233,-0.8873869795029464,0.5310025625103727,0.4733678438288401,1.3679338464378683,1.0,
id406,,-0.30517969105864073,,,-0.6467077030704946,,,,,1.0
id407,,-0.9600839513168344,,,,,,-0.2053244193076095,,
id408,1.3143581651433578,,,,,,,,,0.0
id409,0.180786841555415,,,,,,,-1.2180790944449866,,
id410,0.09681643061746184,0.3815805757522967,,,,,,,1.0,
id412,,,0.3217701967520884,0.4734911516023817,-2.02409779575013,0.8988156787231331,0.3460920130203824,1.3961587170975107,0.0,
id414,1.018507586889135,,,,,,,,,0.0
id415,,0.017285677055909263,,,,,,0.307681684807479,,
id416,-2.7578188662942145,0.6492902146460849,,,,,,,1.0,
id417,,0.35063251494260883,,,0.28338833408551073,,,,,1.0
id419,,0.30105348051507597,,,,,,0.7100176646009023,,
id420,,,1.4896640404360566,0.720434313950472,1.4700590086782723,-0.5966974906414227,0.8317313146294123,-0.05680571998439913,1.0,
